Country,Name,Artist,Listeners,Longitude,Latitude,longitude_offset,latitude_offset
Panama,Losing My Religion,R.E.M.,1842134,8.538,-80.7821,10.50722741050494,-79.29888928541168
Panama,Zombie,The Cranberries,2012693,8.538,-80.7821,7.317717270088094,-78.90994178765796
Panama,Sweet Child o' Mine,Guns N' Roses,2065128,8.538,-80.7821,6.6515430917131475,-82.07787974088546
Cuba,Blinding Lights,The Weeknd,1707888,21.5218,-77.7812,22.86454591908903,-79.37064266135552
Cuba,Everlong,Foo Fighters,2339983,21.5218,-77.7812,21.162231177522848,-79.08006515617001
Cuba,Smells Like Teen Spirit,Nirvana,3206072,21.5218,-77.7812,22.7862840251604,-76.13124444916956
Cuba,Save Your Tears,The Weeknd,1286958,21.5218,-77.7812,21.993389253814343,-77.3789272247417
Cuba,Everybody Wants to Rule the World,Tears for Fears,1938938,21.5218,-77.7812,20.630911536071483,-77.25402525932358
Cuba,Take on Me,a-ha,2148860,21.5218,-77.7812,21.37023796576448,-79.52992954320717
Cuba,Billie Jean,Michael Jackson,2228528,21.5218,-77.7812,21.43018431611285,-79.42443272085629
Cuba,Losing My Religion,R.E.M.,1842134,21.5218,-77.7812,19.88159362119475,-76.94025076426726
Cuba,Last Nite,The Strokes,1656955,21.5218,-77.7812,19.99254233245405,-78.37127609745019
Cuba,Fortunate Son,Creedence Clearwater Revival,1674461,21.5218,-77.7812,22.869325060268324,-75.86183563505989
Dominican Republic,Smells Like Teen Spirit,Nirvana,3206072,18.7357,-70.1627,20.54765208958099,-70.7445334411972
Dominican Republic,Can't Feel My Face,The Weeknd,1322599,18.7357,-70.1627,18.76542495909019,-69.33055162806538
Dominican Republic,Take on Me,a-ha,2148860,18.7357,-70.1627,18.456438692432023,-68.97829921832462
Dominican Republic,Losing My Religion,R.E.M.,1842134,18.7357,-70.1627,18.351400670288648,-68.57657510276455
Dominican Republic,Do I Wanna Know?,Arctic Monkeys,2128754,18.7357,-70.1627,17.37529292444831,-71.52130305196174
Dominican Republic,Seven Nation Army,The White Stripes,2343189,18.7357,-70.1627,19.544079099001817,-69.00911903629057
Dominican Republic,Creep,Radiohead,2870305,18.7357,-70.1627,19.399968017508055,-71.33143001369025
Dominican Republic,Everybody Wants to Rule the World,Tears for Fears,1938938,18.7357,-70.1627,19.061038422201833,-70.63327585938897
Dominican Republic,Mr. Brightside,The Killers,3072882,18.7357,-70.1627,17.284224746514376,-69.82516385199798
Dominican Republic,Feel Good Inc.,Gorillaz,2661048,18.7357,-70.1627,19.57464950328383,-69.97157487708672
Brazil,Do I Wanna Know?,Arctic Monkeys,2128754,-14.235,-51.9253,-15.986810669849127,-53.72302066973279
Brazil,Mr. Brightside,The Killers,3072882,-14.235,-51.9253,-13.738248889121996,-50.76853889163542
Brazil,Take on Me,a-ha,2148860,-14.235,-51.9253,-14.728659820994153,-49.945555695648586
Brazil,Losing My Religion,R.E.M.,1842134,-14.235,-51.9253,-13.16141162471807,-51.33383218580559
Brazil,Seven Nation Army,The White Stripes,2343189,-14.235,-51.9253,-13.719865288894516,-53.50614266474573
Brazil,R U Mine?,Arctic Monkeys,1652572,-14.235,-51.9253,-12.597450543147234,-50.88050655155321
Brazil,In the End,Linkin Park,2311704,-14.235,-51.9253,-15.623977968190353,-51.43974535857658
Brazil,Smells Like Teen Spirit,Nirvana,3206072,-14.235,-51.9253,-13.650064778514885,-53.799679670397104
Brazil,The Less I Know the Better,Tame Impala,1820269,-14.235,-51.9253,-13.191265212361415,-50.44062973639583
Brazil,Californication,Red Hot Chili Peppers,2364578,-14.235,-51.9253,-14.629208975146717,-52.84156179065897
Argentina,Creep,Radiohead,2870305,-38.4161,-63.6167,-39.63095734425307,-64.95048928880581
Argentina,Last Nite,The Strokes,1656955,-38.4161,-63.6167,-37.680156752996346,-61.776695054614656
Argentina,Karma Police,Radiohead,2466252,-38.4161,-63.6167,-40.28939505975472,-63.72789874066975
Argentina,Losing My Religion,R.E.M.,1842134,-38.4161,-63.6167,-39.98640835478592,-63.25251293140422
Argentina,Puente,Gustavo Cerati,138248,-38.4161,-63.6167,-39.52858087538105,-62.02206982002654
Argentina,Under the Bridge,Red Hot Chili Peppers,2211851,-38.4161,-63.6167,-39.89145961290786,-62.039679789753954
Argentina,Do I Wanna Know?,Arctic Monkeys,2128754,-38.4161,-63.6167,-37.15491609195247,-64.85537161204937
Argentina,Come as You Are,Nirvana,2829904,-38.4161,-63.6167,-38.87036019242598,-61.77372620590448
Argentina,Boys Don't Cry,The Cure,1717511,-38.4161,-63.6167,-36.46533607233529,-63.3400158101812
Argentina,Smells Like Teen Spirit,Nirvana,3206072,-38.4161,-63.6167,-39.59806978836055,-61.95420412853115
Colombia,Creep,Radiohead,2870305,4.5709,-74.2973,6.441485895976944,-75.4776978301382
Colombia,Do I Wanna Know?,Arctic Monkeys,2128754,4.5709,-74.2973,4.536704323822286,-75.76802964088526
Colombia,Losing My Religion,R.E.M.,1842134,4.5709,-74.2973,5.329627589416245,-74.53080034615739
Colombia,Seven Nation Army,The White Stripes,2343189,4.5709,-74.2973,5.2037257065066855,-76.0936386811403
Colombia,Take Me Out,Franz Ferdinand,2363976,4.5709,-74.2973,3.0994069281918644,-73.71005661975097
Colombia,Last Nite,The Strokes,1656955,4.5709,-74.2973,3.164131847838269,-73.0051353285919
Colombia,Smells Like Teen Spirit,Nirvana,3206072,4.5709,-74.2973,6.077622680002608,-75.31984384894363
Colombia,Reptilia,The Strokes,1919555,4.5709,-74.2973,5.508586318469035,-73.80913698426616
Colombia,Mr. Brightside,The Killers,3072882,4.5709,-74.2973,5.135973784720038,-75.33072738046198
Colombia,Sex on Fire,Kings of Leon,2169667,4.5709,-74.2973,2.790510533689366,-75.695754927799
Chile,Creep,Radiohead,2870305,-35.6751,-71.543,-34.13926951569101,-73.50121796227465
Chile,Karma Police,Radiohead,2466252,-35.6751,-71.543,-34.79867493184277,-69.70465992981357
Chile,Last Nite,The Strokes,1656955,-35.6751,-71.543,-35.00428427871633,-70.34803315961749
Chile,The Less I Know the Better,Tame Impala,1820269,-35.6751,-71.543,-35.96181363556652,-71.21290799666485
Chile,Take Me Out,Franz Ferdinand,2363976,-35.6751,-71.543,-33.76291482231783,-70.35927555660928
Chile,Losing My Religion,R.E.M.,1842134,-35.6751,-71.543,-37.395920910471716,-70.49470950506938
Chile,Boys Don't Cry,The Cure,1717511,-35.6751,-71.543,-34.647642414286395,-70.70959459912747
Chile,Reptilia,The Strokes,1919555,-35.6751,-71.543,-33.736665507940614,-71.87886128348856
Chile,Estrechez De Corazón,Los Prisioneros,79911,-35.6751,-71.543,-36.92595464254111,-72.05292488326148
Chile,Do I Wanna Know?,Arctic Monkeys,2128754,-35.6751,-71.543,-33.91508274581866,-73.25745511664172
Peru,Creep,Radiohead,2870305,-9.19,-75.0152,-10.457838261242731,-75.22437022630474
Peru,Take Me Out,Franz Ferdinand,2363976,-9.19,-75.0152,-9.299968942021257,-74.68465676644048
Peru,Last Nite,The Strokes,1656955,-9.19,-75.0152,-10.144150504754451,-75.78346708525191
Peru,Take on Me,a-ha,2148860,-9.19,-75.0152,-7.601549740005934,-74.80761081584532
Peru,Losing My Religion,R.E.M.,1842134,-9.19,-75.0152,-9.824507731815727,-75.37997625559036
Peru,Mr. Brightside,The Killers,3072882,-9.19,-75.0152,-10.573182784301245,-74.9900372963791
Peru,Yellow,Coldplay,2642867,-9.19,-75.0152,-8.768241354238743,-73.24620661305464
Peru,The Less I Know the Better,Tame Impala,1820269,-9.19,-75.0152,-8.63884693257991,-73.20981963805916
Peru,Smells Like Teen Spirit,Nirvana,3206072,-9.19,-75.0152,-8.38141370988054,-74.78592816162572
Peru,The Scientist,Coldplay,2306951,-9.19,-75.0152,-10.37068748143291,-73.24593495335299
Venezuela,Creep,Radiohead,2870305,6.4238,-66.5897,6.793980452701467,-67.67799062322956
Venezuela,In the End,Linkin Park,2311704,6.4238,-66.5897,4.816187052251946,-65.48417478568001
Venezuela,Mr. Brightside,The Killers,3072882,6.4238,-66.5897,6.1663207336076,-68.53537167546935
Venezuela,Smells Like Teen Spirit,Nirvana,3206072,6.4238,-66.5897,8.404059442671338,-68.06235761244349
Venezuela,Seven Nation Army,The White Stripes,2343189,6.4238,-66.5897,4.766613370079918,-65.5600872866221
Venezuela,Can't Feel My Face,The Weeknd,1322599,6.4238,-66.5897,5.68365415579674,-67.86498024460946
Venezuela,Do I Wanna Know?,Arctic Monkeys,2128754,6.4238,-66.5897,8.330369044419726,-67.98208536279307
Venezuela,Californication,Red Hot Chili Peppers,2364578,6.4238,-66.5897,7.957997901340626,-67.30955476412953
Venezuela,Everlong,Foo Fighters,2339983,6.4238,-66.5897,5.122289297829219,-67.79406857060115
Venezuela,Karma Police,Radiohead,2466252,6.4238,-66.5897,5.644279938828603,-65.96417330359576
Ecuador,Under the Bridge,Red Hot Chili Peppers,2211851,-1.8312,-78.1834,-3.3602773988487726,-78.48966029635125
Ecuador,Losing My Religion,R.E.M.,1842134,-1.8312,-78.1834,-1.8723788179626606,-78.26218827181921
Ecuador,Creep,Radiohead,2870305,-1.8312,-78.1834,-0.0955487020173722,-76.82242485590083
Ecuador,Seven Nation Army,The White Stripes,2343189,-1.8312,-78.1834,-2.5646164388833057,-77.04128559706845
Ecuador,Take on Me,a-ha,2148860,-1.8312,-78.1834,-1.656411448511947,-79.66200930078409
Ecuador,The Scientist,Coldplay,2306951,-1.8312,-78.1834,-2.8361992215883283,-78.34112145567289
Ecuador,Do I Wanna Know?,Arctic Monkeys,2128754,-1.8312,-78.1834,-1.6819778359345396,-78.84147685821685
Ecuador,Smells Like Teen Spirit,Nirvana,3206072,-1.8312,-78.1834,-1.0991747160694754,-76.57795836174465
Ecuador,Come as You Are,Nirvana,2829904,-1.8312,-78.1834,-1.0339635013095538,-79.38708437531315
Ecuador,Bitter Sweet Symphony,The Verve,1541354,-1.8312,-78.1834,-0.2404825664083754,-77.30141503925002
Bolivia,Creep,Radiohead,2870305,-16.2902,-63.5887,-14.969612526194288,-64.06717508879787
Bolivia,Smells Like Teen Spirit,Nirvana,3206072,-16.2902,-63.5887,-16.05877153830795,-61.83325180581162
Bolivia,Otherside,Red Hot Chili Peppers,1918734,-16.2902,-63.5887,-18.176514935582,-62.89280560169898
Bolivia,Sex on Fire,Kings of Leon,2169667,-16.2902,-63.5887,-14.601968881160328,-63.161842888848696
Bolivia,Take on Me,a-ha,2148860,-16.2902,-63.5887,-14.39730268792184,-63.979991810826675
Bolivia,Losing My Religion,R.E.M.,1842134,-16.2902,-63.5887,-16.331523633062684,-64.87062543092092
Bolivia,Come as You Are,Nirvana,2829904,-16.2902,-63.5887,-16.5974577226754,-64.7274985973746
Bolivia,Under the Bridge,Red Hot Chili Peppers,2211851,-16.2902,-63.5887,-14.7339340655489,-64.48413071703169
Bolivia,Seven Nation Army,The White Stripes,2343189,-16.2902,-63.5887,-14.542163379458687,-62.32338881181716
Bolivia,Sweet Child o' Mine,Guns N' Roses,2065128,-16.2902,-63.5887,-17.384973237033392,-62.74506680361853
Paraguay,Mr. Brightside,The Killers,3072882,-23.4425,-58.4438,-23.787683058247243,-57.16976415706249
Paraguay,Take Me Out,Franz Ferdinand,2363976,-23.4425,-58.4438,-22.8980910565052,-57.39896935781193
Paraguay,Do I Wanna Know?,Arctic Monkeys,2128754,-23.4425,-58.4438,-21.5212064757358,-56.906997491028484
Paraguay,Seven Nation Army,The White Stripes,2343189,-23.4425,-58.4438,-25.052065079319146,-57.65752746099606
Paraguay,Creep,Radiohead,2870305,-23.4425,-58.4438,-24.113034278065957,-57.467342941392786
Paraguay,Take on Me,a-ha,2148860,-23.4425,-58.4438,-23.17713916304408,-57.013186417342304
Paraguay,Sex on Fire,Kings of Leon,2169667,-23.4425,-58.4438,-21.679085163419767,-57.91249284223106
Paraguay,Africa,Toto,1647599,-23.4425,-58.4438,-22.077526491208648,-56.97203637181069
Paraguay,Feel Good Inc.,Gorillaz,2661048,-23.4425,-58.4438,-22.04149613099173,-56.77086451722768
Paraguay,Last Nite,The Strokes,1656955,-23.4425,-58.4438,-22.392902616693725,-58.87799244936819
Uruguay,Losing My Religion,R.E.M.,1842134,-32.5228,-55.7658,-32.677750117857855,-55.197038564506485
Uruguay,Smells Like Teen Spirit,Nirvana,3206072,-32.5228,-55.7658,-32.127111092965464,-54.591812585362625
Uruguay,Last Nite,The Strokes,1656955,-32.5228,-55.7658,-30.934357192514376,-54.888386271091136
Uruguay,Seven Nation Army,The White Stripes,2343189,-32.5228,-55.7658,-31.781255850270494,-55.68479025704501
Uruguay,Creep,Radiohead,2870305,-32.5228,-55.7658,-32.44530208491836,-55.20266250832972
Uruguay,Take on Me,a-ha,2148860,-32.5228,-55.7658,-33.8593767470425,-55.63075936949496
Uruguay,Under the Bridge,Red Hot Chili Peppers,2211851,-32.5228,-55.7658,-32.92928253248094,-55.332560483862494
Uruguay,Take Me Out,Franz Ferdinand,2363976,-32.5228,-55.7658,-33.22998551922713,-55.262664138818536
Uruguay,Reptilia,The Strokes,1919555,-32.5228,-55.7658,-33.02515922644582,-53.927466135397516
Uruguay,Sultans of Swing,Dire Straits,1522259,-32.5228,-55.7658,-32.91186697139861,-57.5418010729746
Nigeria,Ojuelegba,Wizkid,35107,9.082,8.6753,9.30724700006965,10.367308982640434
Nigeria,Can't Feel My Face,The Weeknd,1322599,9.082,8.6753,10.569530441668837,10.002824557301269
Nigeria,On The Low,Burna Boy,88331,9.082,8.6753,9.323930076518272,8.686395098990738
Nigeria,Mad over You,RUNTOWN,17848,9.082,8.6753,7.686217346541088,9.638554227252
Nigeria,Shape of You,Ed Sheeran,951830,9.082,8.6753,9.756431342777134,7.077563064871683
Nigeria,Hello,Adele,820388,9.082,8.6753,10.096568362867956,10.534639734005303
Nigeria,Ye,Burna Boy,88834,9.082,8.6753,10.791724518552538,8.668056700614695
Nigeria,Gbona,Burna Boy,74898,9.082,8.6753,10.332979962831368,8.393135605358445
Nigeria,Pana,Tekno,24001,9.082,8.6753,7.811035739691755,7.753462422116161
Nigeria,HUMBLE.,Kendrick Lamar,1544791,9.082,8.6753,9.522682629300459,7.833147339494303
South Africa,Smells Like Teen Spirit,Nirvana,3206072,-30.5595,22.9375,-32.11645007930565,24.66861475123408
South Africa,Seven Nation Army,The White Stripes,2343189,-30.5595,22.9375,-28.609611175131256,23.078766808803294
South Africa,Creep,Radiohead,2870305,-30.5595,22.9375,-30.489150240887923,21.027692852790885
South Africa,Mr. Brightside,The Killers,3072882,-30.5595,22.9375,-29.663841843382915,24.62486578797092
South Africa,Come as You Are,Nirvana,2829904,-30.5595,22.9375,-30.408591380999276,24.84096781227138
South Africa,Take on Me,a-ha,2148860,-30.5595,22.9375,-29.065772111308473,22.693178300659923
South Africa,Losing My Religion,R.E.M.,1842134,-30.5595,22.9375,-30.139837282958815,22.441107384331616
South Africa,Africa,Toto,1647599,-30.5595,22.9375,-31.200098534476943,23.17823241181908
South Africa,Under the Bridge,Red Hot Chili Peppers,2211851,-30.5595,22.9375,-32.01684081961817,23.032054457440967
South Africa,Karma Police,Radiohead,2466252,-30.5595,22.9375,-30.772497977631396,24.278197254496117
Egypt,Wish You Were Here,Pink Floyd,1638667,26.8206,30.8025,25.86545829695659,31.80664056670986
Egypt,Creep,Radiohead,2870305,26.8206,30.8025,26.519822990853644,32.38751364008363
Egypt,Do I Wanna Know?,Arctic Monkeys,2128754,26.8206,30.8025,28.57495126263965,31.251401171016482
Egypt,Comfortably Numb,Pink Floyd,1269582,26.8206,30.8025,27.863773175636986,29.433875624085125
Egypt,In the End,Linkin Park,2311704,26.8206,30.8025,24.901674674859954,32.07061741200388
Egypt,Zombie,The Cranberries,2012693,26.8206,30.8025,27.372918711861047,31.168252968065897
Egypt,Nothing Else Matters,Metallica,1497462,26.8206,30.8025,25.23793785746972,29.39343426349598
Egypt,Smells Like Teen Spirit,Nirvana,3206072,26.8206,30.8025,25.106158287350553,32.12512483438175
Egypt,Hello,Adele,820388,26.8206,30.8025,28.035069387560846,32.40986875783961
Egypt,Karma Police,Radiohead,2466252,26.8206,30.8025,28.557507065131514,31.565333959551143
Algeria,Creep,Radiohead,2870305,28.0339,1.6596,26.9768790673001,1.4910931957467353
Algeria,Losing My Religion,R.E.M.,1842134,28.0339,1.6596,26.17896796882023,1.5952698436890673
Algeria,Do I Wanna Know?,Arctic Monkeys,2128754,28.0339,1.6596,28.386655658659148,0.8879574735266826
Algeria,Intro,The xx,1432916,28.0339,1.6596,27.532641989812223,-0.0371607273169825
Algeria,Starlight,Muse,1675102,28.0339,1.6596,28.916586974421268,2.6004012231679186
Algeria,Numb,Linkin Park,2126574,28.0339,1.6596,28.527327524086495,1.8388263412224093
Algeria,Wonderwall,Oasis,2260888,28.0339,1.6596,28.295388020723838,1.8380014013658645
Algeria,Sultans of Swing,Dire Straits,1522259,28.0339,1.6596,29.025644435930932,1.727160508367325
Algeria,Shape of You,Ed Sheeran,951830,28.0339,1.6596,26.429526032722457,0.9973051412175546
Algeria,Smells Like Teen Spirit,Nirvana,3206072,28.0339,1.6596,28.399912500075416,0.0558640957686356
Morocco,Smells Like Teen Spirit,Nirvana,3206072,31.7917,-7.0926,31.37136704779204,-8.915414309865602
Morocco,Sultans of Swing,Dire Straits,1522259,31.7917,-7.0926,32.812564871651134,-8.895522398015105
Morocco,The Less I Know the Better,Tame Impala,1820269,31.7917,-7.0926,31.641813783364277,-9.060905121782413
Morocco,Creep,Radiohead,2870305,31.7917,-7.0926,31.066229449149557,-5.893356474700232
Morocco,Intro,The xx,1432916,31.7917,-7.0926,32.091018000914644,-6.055054597198903
Morocco,Can't Feel My Face,The Weeknd,1322599,31.7917,-7.0926,32.660555274115936,-5.269951866723153
Morocco,Do I Wanna Know?,Arctic Monkeys,2128754,31.7917,-7.0926,31.53215565074523,-8.842519399576657
Morocco,HUMBLE.,Kendrick Lamar,1544791,31.7917,-7.0926,31.76241560498531,-6.452046386479067
Morocco,Back to Black,Amy Winehouse,1956807,31.7917,-7.0926,30.050615829437497,-6.748350839989518
Morocco,Seven Nation Army,The White Stripes,2343189,31.7917,-7.0926,30.832214717166703,-6.791492755819181
Kenya,Can't Feel My Face,The Weeknd,1322599,-0.0236,37.9062,0.4386334267946728,36.03988984140756
Kenya,Hello,Adele,820388,-0.0236,37.9062,-1.3712141057609921,39.76914561950311
Kenya,Hotline Bling,Drake,978214,-0.0236,37.9062,-1.5159575651275823,39.5772511239143
Kenya,Viva la Vida,Coldplay,2598238,-0.0236,37.9062,-1.290714009943895,38.74870355562075
Kenya,Sorry,Justin Bieber,917151,-0.0236,37.9062,1.4089444578765509,37.41243648126397
Kenya,HUMBLE.,Kendrick Lamar,1544791,-0.0236,37.9062,-0.8628528794080016,38.65556145827495
Kenya,The Scientist,Coldplay,2306951,-0.0236,37.9062,-1.2947916026267956,39.215191832328316
Kenya,One Dance,Drake,1289824,-0.0236,37.9062,1.1413629311392568,39.81539802076357
Kenya,Stressed Out,Twenty One Pilots,1296206,-0.0236,37.9062,-1.2206128079090512,38.15611115346788
Kenya,Adventure Of A Lifetime,Coldplay,780018,-0.0236,37.9062,0.6601740091126863,38.60242400570338
Ethiopia,Fast Car,Tracy Chapman,1010260,9.145,40.4897,10.558935750300856,40.16882099525291
Ethiopia,Tainted Love,Soft Cell,1473476,9.145,40.4897,9.216011085838002,41.376428689450194
Ethiopia,High and Dry,Radiohead,1818733,9.145,40.4897,8.194381763930425,40.9525493548042
Ethiopia,Losing My Religion,R.E.M.,1842134,9.145,40.4897,9.05926009948408,40.93080540422322
Ethiopia,Zombie,The Cranberries,2012693,9.145,40.4897,8.806937230689789,39.690846666666985
Ethiopia,Sweet Child o' Mine,Guns N' Roses,2065128,9.145,40.4897,10.729266105432806,38.507455832036115
Ethiopia,Teardrop,Massive Attack,1600282,9.145,40.4897,9.562134131224193,39.211521169782195
Ethiopia,Bitter Sweet Symphony,The Verve,1541354,9.145,40.4897,9.360057960337926,41.239406700869964
Ethiopia,Gimme Shelter,The Rolling Stones,1351685,9.145,40.4897,8.805024379516526,42.19414192724951
Ethiopia,Glory Box,Portishead,1264113,9.145,40.4897,7.504135353255121,41.43614232028891
Ghana,Rolling in the Deep,Adele,2083061,7.9465,-1.0232,8.626609115357503,-1.3227163921529588
Ghana,Fix You,Coldplay,2063808,7.9465,-1.0232,9.294709925900953,0.15950376180217374
Ghana,Someone Like You,Adele,1689461,7.9465,-1.0232,7.609405888457776,0.014631593794869335
Ghana,Make You Feel My Love,Adele,1070957,7.9465,-1.0232,8.408825729471667,-1.9503805091123305
Ghana,Yellow,Coldplay,2642867,7.9465,-1.0232,9.178155834248019,0.6516892476751033
Ghana,Stronger,Kanye West,2271556,7.9465,-1.0232,8.091972154383864,-0.4046562007754231
Ghana,Set Fire to the Rain,Adele,1575630,7.9465,-1.0232,9.470462924887292,-1.24175976538469
Ghana,September,"Earth, Wind & Fire",1548109,7.9465,-1.0232,6.810290241722312,-0.30406199141092394
Ghana,Hello,Adele,820388,7.9465,-1.0232,7.445188110862395,-2.545421471854923
Ghana,Is This Love,Bob Marley & The Wailers,923356,7.9465,-1.0232,8.789615893269348,-1.9081896354532204
Uganda,Hello,Adele,820388,1.3733,32.2903,-0.5419859715187556,31.75566208268472
Uganda,Lean On (feat. MØ & DJ Snake),Major Lazer,804664,1.3733,32.2903,1.1964367705446604,32.01944911739683
Uganda,Jamming,Bob Marley & The Wailers,773492,1.3733,32.2903,1.7035073596721357,33.72324947257292
Uganda,Rolling in the Deep,Adele,2083061,1.3733,32.2903,2.1627117697236975,34.25575005589717
Uganda,No Scrubs,TLC,1233419,1.3733,32.2903,0.9644571756362459,33.36182492571665
Uganda,Three Little Birds,Bob Marley & The Wailers,1056409,1.3733,32.2903,2.65699173506051,33.17743781791965
Uganda,Ready or Not,Fugees,748291,1.3733,32.2903,0.42279084267246203,32.44192243907726
Uganda,All That She Wants,Ace of Base,721455,1.3733,32.2903,2.901279700605328,30.382665060702276
Uganda,On The Low,Burna Boy,88331,1.3733,32.2903,1.8519828036730401,34.125236284052235
Uganda,Ye,Burna Boy,88834,1.3733,32.2903,0.9437459174582186,32.016457909255834
Australia,Mr. Brightside,The Killers,3072882,-25.2744,133.7751,-27.125452898556667,132.16917832484296
Australia,The Less I Know the Better,Tame Impala,1820269,-25.2744,133.7751,-23.90216447642264,135.1445565467479
Australia,Feel Good Inc.,Gorillaz,2661048,-25.2744,133.7751,-23.845110750452765,132.87449351922857
Australia,Africa,Toto,1647599,-25.2744,133.7751,-24.421760641525626,132.4818120343284
Australia,Smells Like Teen Spirit,Nirvana,3206072,-25.2744,133.7751,-26.2531832561392,135.08273822683935
Australia,Can't Feel My Face,The Weeknd,1322599,-25.2744,133.7751,-23.92549962669208,134.6061749830324
Australia,Seven Nation Army,The White Stripes,2343189,-25.2744,133.7751,-23.4279420422067,132.65107870675203
Australia,Under the Bridge,Red Hot Chili Peppers,2211851,-25.2744,133.7751,-24.563261653662565,134.8707952351687
Australia,Teardrop,Massive Attack,1600282,-25.2744,133.7751,-25.229823808954286,132.97177183671693
Australia,Everybody Wants to Rule the World,Tears for Fears,1938938,-25.2744,133.7751,-25.369674393544575,132.4533714881365
New Zealand,Mr. Brightside,The Killers,3072882,-40.9006,174.886,-40.51139675151497,175.44970084469418
New Zealand,Feel Good Inc.,Gorillaz,2661048,-40.9006,174.886,-39.81835953736088,175.44787568831703
New Zealand,Smells Like Teen Spirit,Nirvana,3206072,-40.9006,174.886,-40.60776114892316,173.8962867623791
New Zealand,Seven Nation Army,The White Stripes,2343189,-40.9006,174.886,-39.084099551093054,174.12123002281524
New Zealand,Under the Bridge,Red Hot Chili Peppers,2211851,-40.9006,174.886,-41.133495865087106,174.26798829384825
New Zealand,Africa,Toto,1647599,-40.9006,174.886,-39.06392442679186,173.33020024024378
New Zealand,Creep,Radiohead,2870305,-40.9006,174.886,-39.02790834710433,176.80436310439495
New Zealand,The Less I Know the Better,Tame Impala,1820269,-40.9006,174.886,-39.621758930708836,173.34888824507553
New Zealand,Everlong,Foo Fighters,2339983,-40.9006,174.886,-42.502840261234454,176.40131590410869
New Zealand,Karma Police,Radiohead,2466252,-40.9006,174.886,-42.65469256350249,175.04491414426312
Papua New Guinea,Close to You,Maxi Priest,95253,-6.3149,143.9555,-5.444844477667049,142.35157395163876
Papua New Guinea,Famous,French Montana,19915,-6.3149,143.9555,-6.332622390118566,145.25688049986863
Papua New Guinea,Our Dream,Justin Wellington,107,-6.3149,143.9555,-7.67774498013509,144.93782924561896
Fiji,Careless Whisper,George Michael,1272266,-17.7134,178.065,-16.313205195929875,176.44891255986752
Fiji,The Less I Know the Better,Tame Impala,1820269,-17.7134,178.065,-18.868838780666607,178.4853546876485
Fiji,Feel Good Inc.,Gorillaz,2661048,-17.7134,178.065,-18.76844249808336,177.5378187333649
Fiji,Pumped Up Kicks,Foster the People,2194143,-17.7134,178.065,-19.180449609066685,176.6659543831036
Fiji,Billie Jean,Michael Jackson,2228528,-17.7134,178.065,-17.639801182202795,179.32856536163422
Fiji,Sexual Healing,Marvin Gaye,699205,-17.7134,178.065,-17.462288492874922,179.19787169394476
Fiji,505,Arctic Monkeys,2005903,-17.7134,178.065,-18.00693969764665,176.8536095898885
Fiji,Mr. Brightside,The Killers,3072882,-17.7134,178.065,-18.947827961598627,176.47213354386392
Fiji,PRIDE.,Kendrick Lamar,1178704,-17.7134,178.065,-18.96862264382386,178.04208641790987
Fiji,HUMBLE.,Kendrick Lamar,1544791,-17.7134,178.065,-19.475415710012765,178.1571476953083
Samoa,Fade Into You,Mazzy Star,1345930,-13.759,-172.1046,-14.417087034098918,-170.94763666782356
Samoa,Royals,Lorde,1635773,-13.759,-172.1046,-15.757954249344523,-174.0069962803943
Samoa,Can't Stop,Red Hot Chili Peppers,1823672,-13.759,-172.1046,-13.614694633312439,-171.9688501172955
Samoa,Livin' on a Prayer,Bon Jovi,1601756,-13.759,-172.1046,-13.885951261172238,-170.1064356961256
Samoa,Maps,Yeah Yeah Yeahs,1226661,-13.759,-172.1046,-13.366200179889761,-170.575773528712
Samoa,Hello,Adele,820388,-13.759,-172.1046,-15.317749900422799,-172.5925399402077
Samoa,Youth,Daughter,730635,-13.759,-172.1046,-13.115801302640754,-173.49432119914871
Samoa,Million Reasons,Lady Gaga,480702,-13.759,-172.1046,-11.80024893211303,-174.0363496701083
Samoa,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,487997,-13.759,-172.1046,-15.670608981140365,-170.84718730344932
Samoa,Superstar,Sonic Youth,627922,-13.759,-172.1046,-14.082129470823787,-170.96705320376591
